step,elapsed_tokens,elapsed_examples,training_loss,training_sequence_accuracy,training_token_accuracy
570,39380,1140,0.08293606921141347,1.0,1.0
571,39446,1142,0.062188627945974954,1.0,1.0
572,39528,1144,0.03456385143853701,1.0,1.0
573,39578,1146,0.10864272481128505,1.0,1.0
574,39644,1148,0.031606189515500115,1.0,1.0
575,39710,1150,0.06526494259530899,1.0,1.0
576,39792,1152,0.04326553460880141,1.0,1.0
577,39858,1154,0.04010262178170154,1.0,1.0
578,39940,1156,0.027401917403128064,1.0,1.0
579,40022,1158,0.1214406024850581,1.0,1.0
580,40088,1160,0.21341589298665442,1.0,1.0
581,40170,1162,0.09352892853975334,1.0,1.0
582,40220,1164,0.11290480082541189,1.0,1.0
583,40286,1166,0.08398930219768488,1.0,1.0
584,40352,1168,0.06702723287249697,1.0,1.0
585,40418,1170,0.05717110503647903,1.0,1.0
586,40484,1172,0.14541178907220467,1.0,1.0
587,40550,1174,0.052355343737498936,1.0,1.0
588,40632,1176,0.052167414614834796,1.0,1.0
589,40698,1178,0.07938192933996079,1.0,1.0
590,40764,1180,0.16447544848703227,1.0,1.0
591,40846,1182,0.08511033521232733,1.0,1.0
592,40928,1184,0.05474771012465681,1.0,1.0
593,40994,1186,0.08279737552045674,1.0,1.0
594,41060,1188,0.08984455872598686,1.0,1.0
595,41126,1190,0.05255905224553886,1.0,1.0
596,41208,1192,0.03785486745687806,1.0,1.0
597,41274,1194,0.06688924498771485,1.0,1.0
598,41356,1196,0.04824451174116319,1.0,1.0
599,41406,1198,0.10173914060774032,1.0,1.0
600,41472,1200,0.08378200435468275,1.0,1.0
601,41538,1202,0.12691710262880918,1.0,1.0
602,41620,1204,0.07291016241501552,1.0,1.0
603,41670,1206,0.11883794576713835,1.0,1.0
604,41720,1208,0.10838637507173891,1.0,1.0
605,41818,1210,0.3018351119033824,0.5,0.9
606,41884,1212,0.1136053504031214,1.0,1.0
607,41966,1214,0.04757013242986844,1.0,1.0
608,42032,1216,0.16227629437651103,1.0,1.0
609,42098,1218,0.09392671620210039,1.0,1.0
610,42164,1220,0.0655056287783809,1.0,1.0
611,42246,1222,0.02903569125332211,1.0,1.0
612,42296,1224,0.1757769321025933,1.0,1.0
613,42362,1226,0.09802860426717644,1.0,1.0
614,42428,1228,0.16279720658590693,1.0,1.0
615,42494,1230,0.058900237313403644,1.0,1.0
616,42560,1232,0.04556720235156106,1.0,1.0
617,42626,1234,0.09565525784920509,1.0,1.0
618,42708,1236,0.0448121009375561,1.0,1.0
619,42774,1238,0.062057473053914694,1.0,1.0
620,42840,1240,0.03563595071244041,1.0,1.0
621,42906,1242,0.09666994361356027,1.0,1.0
622,42956,1244,0.1132760345947645,1.0,1.0
623,43038,1246,0.03316588478790863,1.0,1.0
624,43104,1248,0.07358846250699073,1.0,1.0
625,43170,1250,0.08958965268423925,1.0,1.0
626,43236,1252,0.0539760107562334,1.0,1.0
627,43302,1254,0.02689143520101478,1.0,1.0
628,43384,1256,0.08486387205621383,1.0,1.0
629,43466,1258,0.05945212432529473,1.0,1.0
630,43532,1260,0.055488848651348024,1.0,1.0
631,43598,1262,0.09282073923779423,1.0,1.0
632,43664,1264,0.05443344952110038,1.0,1.0
633,43746,1266,0.03926164480018315,1.0,1.0
634,43828,1268,0.07051877934057642,1.0,1.0
635,43878,1270,0.1280174984185635,1.0,1.0
636,43960,1272,0.056797263749127615,1.0,1.0
637,44026,1274,0.09110264612174213,1.0,1.0
638,44076,1276,0.10337884285601527,1.0,1.0
639,44142,1278,0.09411211174289917,1.0,1.0
640,44192,1280,0.21005685399936738,1.0,1.0
641,44258,1282,0.07430808380225055,1.0,1.0
642,44324,1284,0.08874323062293925,1.0,1.0
643,44406,1286,0.048778758590177274,1.0,1.0
644,44456,1288,0.15308062540417497,1.0,1.0
645,44522,1290,0.06024743972949356,1.0,1.0
646,44588,1292,0.11288087184438568,1.0,1.0
647,44654,1294,0.0918848891040712,1.0,1.0
648,44736,1296,0.08100085035707891,1.0,1.0
649,44802,1298,0.10481919700794153,1.0,1.0
650,44884,1300,0.07258224842533095,1.0,1.0
651,44950,1302,0.1010531631505927,1.0,1.0
652,45000,1304,0.06587717529541616,1.0,1.0
653,45066,1306,0.11595333438528928,1.0,1.0
654,45132,1308,0.04746461693841404,1.0,1.0
655,45182,1310,0.08087614863078822,1.0,1.0
656,45232,1312,0.08871627610904702,1.0,1.0
657,45298,1314,0.11275048921827349,1.0,1.0
658,45364,1316,0.054435858811934607,1.0,1.0
659,45430,1318,0.06730820605474702,1.0,1.0
660,45512,1320,0.03808068312783462,1.0,1.0
661,45578,1322,0.06765741891966126,1.0,1.0
662,45660,1324,0.05010462139671944,1.0,1.0
663,45710,1326,0.09824439156385577,1.0,1.0
664,45792,1328,0.059319721092212355,1.0,1.0
665,45858,1330,0.08275669004282805,1.0,1.0
666,45940,1332,0.09080559620717313,1.0,1.0
667,46006,1334,0.0818382743165664,1.0,1.0
668,46072,1336,0.1228320339719216,1.0,1.0
669,46138,1338,0.08052136080412194,1.0,1.0
670,46204,1340,0.09219134222485507,1.0,1.0
671,46270,1342,0.12188726882319781,1.0,1.0
672,46352,1344,0.041423751983779275,1.0,1.0
673,46434,1346,0.04645073088118921,1.0,1.0
674,46500,1348,0.13658509005093436,1.0,1.0
675,46566,1350,0.16521461026759568,1.0,1.0
676,46632,1352,0.05460078794443959,1.0,1.0
677,46714,1354,0.09991101026822662,1.0,1.0
678,46796,1356,0.05098575654106781,1.0,1.0
679,46862,1358,0.06889403330554471,1.0,1.0
680,46928,1360,0.09207018242112318,1.0,1.0
681,47010,1362,0.06285159950969178,1.0,1.0
682,47076,1364,0.06035044352381491,1.0,1.0
683,47142,1366,0.048760690394909295,1.0,1.0
684,47208,1368,0.07818556217774283,1.0,1.0
685,47290,1370,0.03460145324562344,1.0,1.0
686,47372,1372,0.048837177557559536,1.0,1.0
687,47422,1374,0.12325040287262633,1.0,1.0
688,47504,1376,0.051461100785076465,1.0,1.0
689,47570,1378,0.056284682579576466,1.0,1.0
690,47652,1380,0.06057988745553018,1.0,1.0
691,47718,1382,0.09840078339445575,1.0,1.0
692,47784,1384,0.10157339078647284,1.0,1.0
693,47866,1386,0.05047914079931716,1.0,1.0
694,47932,1388,0.07434479866894463,1.0,1.0
695,47982,1390,0.13977249091829314,1.0,1.0
696,48064,1392,0.034944071780231525,1.0,1.0
697,48146,1394,0.051143292836339636,1.0,1.0
698,48228,1396,0.06596866408741618,1.0,1.0
699,48278,1398,0.14200740058672734,1.0,1.0
700,48344,1400,0.050989604200061225,1.0,1.0
701,48426,1402,0.12406039044076111,1.0,1.0
702,48476,1404,0.15280019925865151,1.0,1.0
703,48558,1406,0.04418671221737612,1.0,1.0
704,48640,1408,0.032410236810452485,1.0,1.0
705,48690,1410,0.2228356171963564,1.0,1.0
706,48772,1412,0.03898073778015761,1.0,1.0
707,48838,1414,0.07968757258683183,1.0,1.0
708,48888,1416,0.134757636966242,1.0,1.0
709,48938,1418,0.07214038750921457,1.0,1.0
710,49020,1420,0.04599464830336616,1.0,1.0
711,49086,1422,0.08561526693111078,1.0,1.0
712,49136,1424,0.10461879139252844,1.0,1.0
713,49202,1426,0.04131971852567559,1.0,1.0
714,49284,1428,0.10411217578497367,0.5,0.9444444444444444
715,49350,1430,0.05487487795144119,1.0,1.0
716,49416,1432,0.052908690024761285,1.0,1.0
717,49482,1434,0.11360993646551061,1.0,1.0
718,49548,1436,0.15172598632257178,1.0,1.0
719,49614,1438,0.08447862582494511,1.0,1.0
720,49680,1440,0.08615073711746178,1.0,1.0
721,49746,1442,0.13110541046570445,1.0,1.0
722,49812,1444,0.0882898053902693,1.0,1.0
723,49878,1446,0.12640036926958087,1.0,1.0
724,49944,1448,0.04274451901664503,1.0,1.0
725,50010,1450,0.04219453165947127,1.0,1.0
726,50092,1452,0.09511648397805063,0.5,0.9411764705882353
727,50142,1454,0.09129879006573087,1.0,1.0
728,50208,1456,0.04760838106997234,1.0,1.0
729,50274,1458,0.08780921265459939,1.0,1.0
730,50340,1460,0.1355942192286619,1.0,1.0
731,50422,1462,0.07235413052190054,1.0,1.0
732,50488,1464,0.08756475791659285,1.0,1.0
733,50570,1466,0.10098411910447695,1.0,1.0
734,50652,1468,0.04860077723772975,1.0,1.0
735,50718,1470,0.11934554644023905,1.0,1.0
736,50768,1472,0.1448489635911244,1.0,1.0
737,50834,1474,0.09509018666123555,1.0,1.0
738,50900,1476,0.07945417267781921,1.0,1.0
739,50982,1478,0.1526940321033908,0.5,0.9230769230769231
740,51048,1480,0.09184026867804676,1.0,1.0
741,51114,1482,0.11372326138009044,1.0,1.0
742,51196,1484,0.051772911792638196,1.0,1.0
743,51262,1486,0.13024834954040257,1.0,1.0
744,51312,1488,0.18563897092974457,1.0,1.0
745,51378,1490,0.13343640492846875,1.0,1.0
746,51444,1492,0.15145017875735506,1.0,1.0
747,51526,1494,0.05573178871790674,1.0,1.0
748,51576,1496,0.10535331386561213,1.0,1.0
749,51658,1498,0.042339112459016524,1.0,1.0
750,51740,1500,0.07748418317634106,1.0,1.0
751,51790,1502,0.1335016895678488,1.0,1.0
752,51856,1504,0.1139910954007405,1.0,1.0
753,51922,1506,0.054146197940485766,1.0,1.0
754,51972,1508,0.06827469557909656,1.0,1.0
755,52038,1510,0.13405178682752422,1.0,1.0
756,52104,1512,0.07203236009046209,1.0,1.0
757,52154,1514,0.13338082963698672,1.0,1.0
758,52220,1516,0.055216708704019624,1.0,1.0
759,52286,1518,0.04553619702584654,1.0,1.0
760,52336,1520,0.059711923084407446,1.0,1.0
761,52418,1522,0.07712550071979876,1.0,1.0
762,52484,1524,0.08716976618188285,1.0,1.0
763,52550,1526,0.05098373154841766,1.0,1.0
764,52632,1528,0.04441480760218866,1.0,1.0
765,52698,1530,0.09968658255144086,1.0,1.0
766,52764,1532,0.06702484014145398,1.0,1.0
767,52830,1534,0.07788378000030427,1.0,1.0
768,52912,1536,0.05033914076422208,1.0,1.0
769,52994,1538,0.036858097406502574,1.0,1.0
770,53060,1540,0.07992419179886188,1.0,1.0
771,53142,1542,0.05536183990107081,1.0,1.0
772,53208,1544,0.07694877201922044,1.0,1.0
773,53274,1546,0.12213122571392711,0.5,0.9285714285714286
774,53340,1548,0.20826421026427794,0.5,0.9230769230769231
775,53406,1550,0.0808940530359937,1.0,1.0
776,53472,1552,0.07616787694539441,1.0,1.0
777,53538,1554,0.07194637814331202,1.0,1.0
778,53620,1556,0.08943345458183913,1.0,1.0
779,53686,1558,0.06246899863073826,1.0,1.0
780,53736,1560,0.14037966934211002,1.0,1.0
781,53818,1562,0.05954120220710366,1.0,1.0
782,53884,1564,0.09642453563152528,1.0,1.0
783,53950,1566,0.061412148397728565,1.0,1.0
784,54016,1568,0.05658620112873222,1.0,1.0
785,54082,1570,0.12174953693129284,1.0,1.0
786,54132,1572,0.09282101846772928,1.0,1.0
787,54182,1574,0.10675367198474534,1.0,1.0
788,54248,1576,0.061714810582984114,1.0,1.0
789,54314,1578,0.04147461379405981,1.0,1.0
790,54396,1580,0.097846354959961,1.0,1.0
791,54446,1582,0.08211398092588715,1.0,1.0
792,54528,1584,0.0756665257284294,1.0,1.0
793,54610,1586,0.07208940500999492,1.0,1.0
794,54676,1588,0.10192411894694403,1.0,1.0
795,54726,1590,0.08160003248950053,1.0,1.0
796,54792,1592,0.06670566815731434,1.0,1.0
797,54874,1594,0.08107813847280965,1.0,1.0
798,54956,1596,0.45808659879702934,0.5,0.8421052631578947
799,55022,1598,0.07762580530053712,1.0,1.0
800,55088,1600,0.10658153352389661,1.0,1.0
801,55170,1602,0.06767700903195646,1.0,1.0
802,55220,1604,0.06730062576293676,1.0,1.0
803,55270,1606,0.07415028456903959,1.0,1.0
804,55352,1608,0.04835785697311394,1.0,1.0
805,55418,1610,0.031225269109955895,1.0,1.0
806,55468,1612,0.09315607579694644,1.0,1.0
807,55550,1614,0.05362507466218404,1.0,1.0
808,55616,1616,0.1320523851944401,1.0,1.0
809,55698,1618,0.29020337915910266,0.5,0.8235294117647058
810,55780,1620,0.025554929327358027,1.0,1.0
811,55846,1622,0.0724762441779177,1.0,1.0
812,55928,1624,0.08197305804086114,1.0,1.0
813,55994,1626,0.07380133214831126,1.0,1.0
814,56060,1628,0.09021450728624993,1.0,1.0
815,56110,1630,0.07615781594366432,1.0,1.0
816,56176,1632,0.0799452995169446,1.0,1.0
817,56242,1634,0.13730623812846832,0.5,0.9230769230769231
818,56308,1636,0.0743543270657824,1.0,1.0
819,56374,1638,0.07748898869663955,1.0,1.0
820,56440,1640,0.06756717660666993,1.0,1.0
821,56506,1642,0.031458851210000915,1.0,1.0
822,56572,1644,0.05981128310007761,1.0,1.0
823,56654,1646,0.039605604375453685,1.0,1.0
824,56736,1648,0.08693095707206908,1.0,1.0
825,56802,1650,0.07653618325687056,1.0,1.0
826,56884,1652,0.04300312161030931,1.0,1.0
827,56934,1654,0.09605791711069288,1.0,1.0
828,56984,1656,0.056864770520923,1.0,1.0
829,57050,1658,0.08091372143092847,1.0,1.0
830,57132,1660,0.07294811420949358,1.0,1.0
831,57198,1662,0.05043949686657019,1.0,1.0
832,57264,1664,0.0611257704969928,1.0,1.0
833,57330,1666,0.07186260071655154,1.0,1.0
834,57412,1668,0.08484541271777198,0.5,0.9444444444444444
835,57462,1670,0.09782459880301908,1.0,1.0
836,57512,1672,0.08831698431113182,1.0,1.0
837,57594,1674,0.03475355216188518,1.0,1.0
838,57660,1676,0.16555573254651393,1.0,1.0
839,57742,1678,0.042472226620884186,1.0,1.0
840,57808,1680,0.11459568700427951,1.0,1.0
841,57874,1682,0.051592210312384174,1.0,1.0
842,57924,1684,0.14268847336380383,1.0,1.0
843,57990,1686,0.1125665445699383,1.0,1.0
844,58056,1688,0.08893605559038635,1.0,1.0
845,58122,1690,0.05393860975747771,1.0,1.0
846,58188,1692,0.15163267067125336,1.0,1.0
847,58238,1694,0.08161760804876318,1.0,1.0
848,58320,1696,0.12998788456542004,0.5,0.95
849,58418,1698,0.05824924992098488,1.0,1.0
850,58484,1700,0.09925083694729776,1.0,1.0
851,58550,1702,0.046112364572507,1.0,1.0
852,58616,1704,0.04988613128777288,1.0,1.0
853,58682,1706,0.07600880683618527,1.0,1.0
854,58764,1708,0.07305273199001876,1.0,1.0
855,58830,1710,0.13354591724707715,1.0,1.0
856,58912,1712,0.042402945990443905,1.0,1.0
857,58962,1714,0.13739046615769437,1.0,1.0
858,59012,1716,0.05696916289979157,1.0,1.0
859,59078,1718,0.13668239796147788,1.0,1.0
860,59128,1720,0.09236099383451847,1.0,1.0
861,59194,1722,0.0864402632525891,1.0,1.0
862,59260,1724,0.10898232747943179,1.0,1.0
863,59342,1726,0.04946593332207386,1.0,1.0
864,59424,1728,0.03846936496551152,1.0,1.0
865,59474,1730,0.09940839087339837,1.0,1.0
866,59556,1732,0.057872996994449866,1.0,1.0
867,59622,1734,0.12838759570969954,1.0,1.0
868,59672,1736,0.0895605572925452,1.0,1.0
869,59754,1738,0.14195068716076176,1.0,1.0
870,59820,1740,0.09563549377009348,1.0,1.0
871,59902,1742,0.04802372645589638,1.0,1.0
872,59968,1744,0.07789913239190158,1.0,1.0
873,60034,1746,0.043619654878557415,1.0,1.0
874,60116,1748,0.07991900956434052,1.0,1.0
875,60182,1750,0.04562630639946975,1.0,1.0
876,60264,1752,0.041154599363539573,1.0,1.0
877,60330,1754,0.0523660344168814,1.0,1.0
878,60412,1756,0.027739821705092992,1.0,1.0
879,60494,1758,0.0656272192701495,1.0,1.0
880,60560,1760,0.3039449367006583,0.5,0.9166666666666666
881,60642,1762,0.06094843049575649,0.5,0.9333333333333333
882,60724,1764,0.07423994137013712,1.0,1.0
883,60806,1766,0.07764454033844687,1.0,1.0
884,60888,1768,0.06763403236021603,1.0,1.0
885,60970,1770,0.04904315833193458,1.0,1.0
886,61036,1772,0.04756892951206648,1.0,1.0
887,61102,1774,0.12003588465504435,1.0,1.0
888,61168,1776,0.048907219718769566,1.0,1.0
889,61250,1778,0.10512720095756663,1.0,1.0
890,61316,1780,0.03887256598787232,1.0,1.0
891,61382,1782,0.13052355910810717,1.0,1.0
892,61432,1784,0.06311897214491183,1.0,1.0
893,61482,1786,0.05421529423084385,1.0,1.0
894,61564,1788,0.030234690312999534,1.0,1.0
895,61646,1790,0.0749872121432145,1.0,1.0
896,61712,1792,0.04307076948550073,1.0,1.0
897,61794,1794,0.0634773423199384,1.0,1.0
898,61876,1796,0.0748131970820964,1.0,1.0
899,61958,1798,0.04641944377396954,1.0,1.0
900,62024,1800,0.10141157740514616,1.0,1.0
901,62106,1802,0.09854450481503987,1.0,1.0
902,62172,1804,0.048638800302755664,1.0,1.0
903,62238,1806,0.6358352668026015,0.5,0.7692307692307693
904,62304,1808,0.10005554175579834,1.0,1.0
905,62370,1810,0.06557165462398303,1.0,1.0
906,62436,1812,0.061732114390327025,1.0,1.0
907,62518,1814,0.04491848146349384,1.0,1.0
908,62584,1816,0.0630866275255599,1.0,1.0
909,62666,1818,0.11074658096702195,1.0,1.0
910,62716,1820,0.08499644372385264,1.0,1.0
911,62766,1822,0.056127571073741694,1.0,1.0
912,62816,1824,0.09442151262647869,1.0,1.0
913,62882,1826,0.057845204178350866,1.0,1.0
914,62948,1828,0.0976241170240563,1.0,1.0
915,63014,1830,0.05876034534880717,1.0,1.0
916,63064,1832,0.07892737700725169,1.0,1.0
917,63114,1834,0.10144650189796779,1.0,1.0
918,63196,1836,0.04891638648303683,1.0,1.0
919,63262,1838,0.06587515523331695,1.0,1.0
920,63344,1840,0.03225639889467004,1.0,1.0
921,63410,1842,0.07797992327793965,1.0,1.0
922,63508,1844,0.10872878104616508,1.0,1.0
923,63590,1846,0.059453124032426675,1.0,1.0
924,63656,1848,0.07021890434786612,1.0,1.0
925,63722,1850,0.10345272164482916,1.0,1.0
926,63788,1852,0.10352002382471852,1.0,1.0
927,63870,1854,0.1125358601091625,1.0,1.0
928,63952,1856,0.04046939156671247,1.0,1.0
929,64034,1858,0.052397431102259195,1.0,1.0
930,64116,1860,0.06905689600229163,1.0,1.0
931,64198,1862,0.04064214863995961,1.0,1.0
932,64280,1864,0.02893067779559072,1.0,1.0
933,64362,1866,0.045354764391700865,1.0,1.0
934,64428,1868,0.10821474834217995,1.0,1.0
935,64494,1870,0.032850622906547146,1.0,1.0
936,64560,1872,0.06363134982380117,1.0,1.0
937,64626,1874,0.08345429897277423,1.0,1.0
938,64692,1876,0.04957247175836552,1.0,1.0
939,64758,1878,0.03619354625491607,1.0,1.0
940,64824,1880,0.04210291027360427,1.0,1.0
941,64874,1882,0.06245675281386548,1.0,1.0
942,64940,1884,0.10151583145124549,1.0,1.0
943,65006,1886,0.0880729236151538,1.0,1.0
944,65072,1888,0.14738108898002553,1.0,1.0
945,65138,1890,0.036668268985444646,1.0,1.0
946,65204,1892,0.030575648892684625,1.0,1.0
947,65270,1894,0.0989133166045896,1.0,1.0
948,65336,1896,0.09141036043199335,1.0,1.0
949,65402,1898,0.06618808798545217,1.0,1.0
950,65468,1900,0.048699941776796866,1.0,1.0
951,65534,1902,0.07422678526114196,1.0,1.0
952,65600,1904,0.04581553387299252,1.0,1.0
953,65682,1906,0.03648461152529478,1.0,1.0
954,65732,1908,0.11939385969882325,1.0,1.0
955,65798,1910,0.04322116383738432,1.0,1.0
956,65864,1912,0.08834245267844486,1.0,1.0
957,65930,1914,0.08689926309748638,1.0,1.0
958,65996,1916,0.04589341274944623,1.0,1.0
959,66046,1918,0.04858932246993344,1.0,1.0
960,66112,1920,0.06411343139024943,1.0,1.0
961,66162,1922,0.11857674236261145,1.0,1.0
962,66228,1924,0.11002943394257159,1.0,1.0
963,66278,1926,0.0980577136294486,1.0,1.0
964,66344,1928,0.6367997554755049,0.5,0.7272727272727273
965,66410,1930,0.027944262107945407,1.0,1.0
966,66476,1932,0.05097035020793737,1.0,1.0
967,66526,1934,0.08899404058148384,1.0,1.0
968,66592,1936,0.1009942442085963,1.0,1.0
969,66658,1938,0.07698914718711088,1.0,1.0
970,66708,1940,0.08737661377797791,1.0,1.0
971,66774,1942,0.05506072084610594,1.0,1.0
972,66824,1944,0.10724795177146974,1.0,1.0
973,66890,1946,0.05182241476021359,1.0,1.0
974,66940,1948,0.06188383239252371,1.0,1.0
975,67006,1950,0.05756602310206684,1.0,1.0
976,67072,1952,0.13723216176602887,1.0,1.0
977,67138,1954,0.07769780566337091,1.0,1.0
978,67220,1956,0.057609841000450676,1.0,1.0
979,67302,1958,0.05968733572641384,1.0,1.0
980,67368,1960,0.035757103498878354,1.0,1.0
981,67418,1962,0.0716179554843014,1.0,1.0
982,67468,1964,0.09555393556987514,1.0,1.0
983,67518,1966,0.10308051163498107,1.0,1.0
984,67584,1968,0.05050862085670929,1.0,1.0
985,67666,1970,0.05058548017810595,1.0,1.0
986,67732,1972,0.024073655875196567,1.0,1.0
987,67814,1974,0.07873123003263341,1.0,1.0
988,67896,1976,0.052728028491260626,1.0,1.0
989,67946,1978,0.07726988263636254,1.0,1.0
990,68012,1980,0.08103360243596054,1.0,1.0
991,68094,1982,0.027204866518640784,1.0,1.0
992,68176,1984,0.04156802932514854,1.0,1.0
993,68242,1986,0.09834830064186059,1.0,1.0
994,68292,1988,0.11212649871653374,1.0,1.0
995,68374,1990,0.08318732319380276,1.0,1.0
996,68440,1992,0.0371029283126937,1.0,1.0
997,68506,1994,0.0651825247443167,1.0,1.0
998,68556,1996,0.06568724778264824,1.0,1.0
999,68622,1998,0.0436851528188507,1.0,1.0
1000,68688,2000,0.02681865847350018,1.0,1.0
1001,68754,2002,0.13032870900270446,1.0,1.0
1002,68820,2004,0.057701941839712854,1.0,1.0
1003,68902,2006,0.05967208807868524,1.0,1.0
1004,68952,2008,0.07985955953526798,1.0,1.0
1005,69018,2010,0.0370257787712315,1.0,1.0
1006,69100,2012,0.027794988125954205,1.0,1.0
1007,69182,2014,0.07078814724503407,1.0,1.0
1008,69248,2016,0.07458604527352236,1.0,1.0
1009,69314,2018,0.0705421532169174,1.0,1.0
1010,69412,2020,0.045064723449277554,1.0,1.0
1011,69462,2022,0.07438001101971659,1.0,1.0
1012,69528,2024,0.10657931977920769,1.0,1.0
1013,69594,2026,0.09468747514284477,1.0,1.0
1014,69676,2028,0.04823132595113209,1.0,1.0
1015,69742,2030,0.05606972465916016,1.0,1.0
1016,69792,2032,0.08209178934710125,1.0,1.0
1017,69858,2034,0.10197308077353001,1.0,1.0
1018,69924,2036,0.12404908956382528,0.5,0.9285714285714286
1019,69990,2038,0.03638042650393274,1.0,1.0
1020,70056,2040,0.04924128965013566,1.0,1.0
1021,70122,2042,0.0428472767902294,1.0,1.0
1022,70204,2044,0.06504632108104744,1.0,1.0
1023,70286,2046,0.03501650661823437,1.0,1.0
1024,70368,2048,0.050847859377899596,1.0,1.0
1025,70434,2050,0.032110556287047134,1.0,1.0
1026,70516,2052,0.032208291283032334,1.0,1.0
1027,70582,2054,0.08735487298225096,1.0,1.0
1028,70664,2056,0.04027845814406224,1.0,1.0
1029,70746,2058,0.05329518137450492,1.0,1.0
1030,70796,2060,0.11556283488125679,1.0,1.0
1031,70878,2062,0.05676986910244267,1.0,1.0
1032,70944,2064,0.03854756851732932,1.0,1.0
1033,71026,2066,0.01910543779406485,1.0,1.0
1034,71092,2068,0.13236617515115978,1.0,1.0
1035,71174,2070,0.025816055539900018,1.0,1.0
1036,71240,2072,0.034398097259111186,1.0,1.0
1037,71306,2074,0.09676178461149051,1.0,1.0
1038,71356,2076,0.04387310610505324,1.0,1.0
1039,71438,2078,0.09841745643266517,1.0,1.0
1040,71520,2080,0.06574486430587143,1.0,1.0
1041,71602,2082,0.04798761304574054,1.0,1.0
1042,71668,2084,0.1118027778944537,0.5,0.9166666666666666
1043,71718,2086,0.037072366696192446,1.0,1.0
1044,71784,2088,0.05285698798754055,1.0,1.0
1045,71850,2090,0.09049812763865113,1.0,1.0
1046,71916,2092,0.06479636928945265,1.0,1.0
1047,71966,2094,0.1033052132336602,1.0,1.0
1048,72016,2096,0.17587750713246256,1.0,1.0
1049,72082,2098,0.07986625616730333,1.0,1.0
1050,72148,2100,0.03330145105847464,1.0,1.0
1051,72230,2102,0.05199363090194684,1.0,1.0
1052,72312,2104,0.10322422235724545,1.0,1.0
1053,72378,2106,0.04765406049149733,1.0,1.0
1054,72444,2108,0.05112102240242873,1.0,1.0
1055,72494,2110,0.13101877052544422,1.0,1.0
1056,72560,2112,0.10493757589895317,1.0,1.0
1057,72642,2114,0.05581337779271933,1.0,1.0
1058,72724,2116,0.025367092552826633,1.0,1.0
1059,72790,2118,0.05911479378290495,1.0,1.0
1060,72872,2120,0.08867056066507815,1.0,1.0
1061,72938,2122,0.08688783919337358,1.0,1.0
1062,72988,2124,0.11078618539250347,1.0,1.0
1063,73054,2126,0.05022232663389926,1.0,1.0
1064,73104,2128,0.1201945921077396,1.0,1.0
1065,73170,2130,0.07075629184024379,1.0,1.0
1066,73236,2132,0.06176971284402396,1.0,1.0
1067,73318,2134,0.042193102603013136,1.0,1.0
1068,73368,2136,0.06347801488816719,1.0,1.0
1069,73450,2138,0.03811253991740306,1.0,1.0
1070,73548,2140,0.1402050235069738,1.0,1.0
1071,73614,2142,0.049957347491086955,1.0,1.0
1072,73680,2144,0.059958954922725696,1.0,1.0
1073,73762,2146,0.020926543864257248,1.0,1.0
1074,73844,2148,0.035658308221967444,1.0,1.0
1075,73926,2150,0.04464974473732568,1.0,1.0
1076,73992,2152,0.0721753439970902,1.0,1.0
1077,74074,2154,0.06524193179087064,1.0,1.0
1078,74124,2156,0.08487474288192326,1.0,1.0
1079,74206,2158,0.03549417795509783,1.0,1.0
1080,74288,2160,0.036306855060398116,1.0,1.0
1081,74370,2162,0.04603326433261118,1.0,1.0
1082,74436,2164,0.07317947242137209,1.0,1.0
1083,74502,2166,0.04032544962597555,1.0,1.0
1084,74568,2168,0.057734371082278996,1.0,1.0
1085,74650,2170,0.07995124470085031,1.0,1.0
1086,74700,2172,0.08206870805050244,1.0,1.0
1087,74766,2174,0.057715385698472954,1.0,1.0
1088,74832,2176,0.04885687063503651,1.0,1.0
1089,74898,2178,0.03978500817436022,1.0,1.0
1090,74980,2180,0.032741783619750005,1.0,1.0
1091,75030,2182,0.13198751690505758,1.0,1.0
1092,75096,2184,0.08416195738143717,1.0,1.0
1093,75162,2186,0.044716829846418796,1.0,1.0
1094,75228,2188,0.03508443035160802,1.0,1.0
1095,75310,2190,0.029482683102403227,1.0,1.0
1096,75392,2192,0.046710736542026864,1.0,1.0
1097,75458,2194,0.047543289253980436,1.0,1.0
1098,75524,2196,0.062491213680499424,1.0,1.0
1099,75606,2198,0.043736785939920544,1.0,1.0
1100,75688,2200,0.046882966107822596,1.0,1.0
1101,75738,2202,0.13293193947195808,1.0,1.0
1102,75804,2204,0.08689424883067254,1.0,1.0
1103,75870,2206,0.06840888536888948,1.0,1.0
1104,75920,2208,0.05234370513074585,1.0,1.0
1105,75986,2210,0.09670777048937113,1.0,1.0
1106,76052,2212,0.059191370364025185,1.0,1.0
1107,76134,2214,0.03001261132967159,1.0,1.0
1108,76216,2216,0.09465015131897572,1.0,1.0
1109,76282,2218,0.08082154321777307,1.0,1.0
1110,76348,2220,0.0714161972371496,1.0,1.0
1111,76414,2222,0.05972860322949566,1.0,1.0
1112,76480,2224,0.09927500679527412,1.0,1.0
1113,76562,2226,0.03457233446669903,1.0,1.0
1114,76628,2228,0.05288300260747025,1.0,1.0
1115,76710,2230,0.04389739595239533,1.0,1.0
1116,76776,2232,0.025131526881758504,1.0,1.0
1117,76842,2234,0.04023732756998229,1.0,1.0
1118,76908,2236,0.06514174730164371,1.0,1.0
1119,76990,2238,0.05829105303671565,1.0,1.0
